filepath,label
../data/dataset_split\train\F\sub-076_segment0754.npy,F
../data/dataset_split\train\F\sub-076_segment0755.npy,F
../data/dataset_split\train\F\sub-076_segment0756.npy,F
../data/dataset_split\train\F\sub-076_segment0757.npy,F
../data/dataset_split\train\F\sub-076_segment0758.npy,F
../data/dataset_split\train\F\sub-076_segment0759.npy,F
../data/dataset_split\train\F\sub-076_segment0760.npy,F
../data/dataset_split\train\F\sub-076_segment0761.npy,F
../data/dataset_split\train\F\sub-076_segment0762.npy,F
../data/dataset_split\train\F\sub-076_segment0763.npy,F
../data/dataset_split\train\F\sub-076_segment0764.npy,F
../data/dataset_split\train\F\sub-076_segment0765.npy,F
../data/dataset_split\train\F\sub-076_segment0766.npy,F
../data/dataset_split\train\F\sub-076_segment0767.npy,F
../data/dataset_split\train\F\sub-076_segment0768.npy,F
../data/dataset_split\train\F\sub-076_segment0769.npy,F
../data/dataset_split\train\F\sub-076_segment0770.npy,F
../data/dataset_split\train\F\sub-076_segment0771.npy,F
../data/dataset_split\train\F\sub-076_segment0772.npy,F
../data/dataset_split\train\F\sub-076_segment0773.npy,F
../data/dataset_split\train\F\sub-076_segment0774.npy,F
../data/dataset_split\train\F\sub-076_segment0775.npy,F
../data/dataset_split\train\F\sub-076_segment0776.npy,F
../data/dataset_split\train\F\sub-076_segment0777.npy,F
../data/dataset_split\train\F\sub-076_segment0778.npy,F
../data/dataset_split\train\F\sub-076_segment0779.npy,F
../data/dataset_split\train\F\sub-076_segment0780.npy,F
../data/dataset_split\train\F\sub-076_segment0781.npy,F
../data/dataset_split\train\F\sub-076_segment0782.npy,F
../data/dataset_split\train\F\sub-076_segment0783.npy,F
../data/dataset_split\train\F\sub-076_segment0784.npy,F
../data/dataset_split\train\F\sub-076_segment0785.npy,F
../data/dataset_split\train\F\sub-076_segment0786.npy,F
../data/dataset_split\train\F\sub-076_segment0787.npy,F
../data/dataset_split\train\F\sub-076_segment0788.npy,F
../data/dataset_split\train\F\sub-076_segment0789.npy,F
../data/dataset_split\train\F\sub-076_segment0790.npy,F
../data/dataset_split\train\F\sub-076_segment0791.npy,F
../data/dataset_split\train\F\sub-076_segment0792.npy,F
../data/dataset_split\train\F\sub-076_segment0793.npy,F
../data/dataset_split\train\F\sub-076_segment0794.npy,F
../data/dataset_split\train\F\sub-076_segment0795.npy,F
../data/dataset_split\train\F\sub-076_segment0796.npy,F
../data/dataset_split\train\F\sub-076_segment0797.npy,F
../data/dataset_split\train\F\sub-076_segment0798.npy,F
../data/dataset_split\train\F\sub-076_segment0799.npy,F
../data/dataset_split\train\F\sub-076_segment0800.npy,F
../data/dataset_split\train\F\sub-076_segment0801.npy,F
../data/dataset_split\train\F\sub-076_segment0802.npy,F
../data/dataset_split\train\F\sub-076_segment0803.npy,F
../data/dataset_split\train\F\sub-076_segment0804.npy,F
../data/dataset_split\train\F\sub-076_segment0805.npy,F
../data/dataset_split\train\F\sub-076_segment0806.npy,F
../data/dataset_split\train\F\sub-076_segment0807.npy,F
../data/dataset_split\train\F\sub-076_segment0808.npy,F
../data/dataset_split\train\F\sub-076_segment0809.npy,F
../data/dataset_split\train\F\sub-076_segment0810.npy,F
../data/dataset_split\train\F\sub-076_segment0811.npy,F
../data/dataset_split\train\F\sub-076_segment0812.npy,F
../data/dataset_split\train\F\sub-076_segment0813.npy,F
../data/dataset_split\train\F\sub-076_segment0814.npy,F
../data/dataset_split\train\F\sub-076_segment0815.npy,F
../data/dataset_split\train\F\sub-076_segment0816.npy,F
../data/dataset_split\train\F\sub-076_segment0817.npy,F
../data/dataset_split\train\F\sub-076_segment0818.npy,F
../data/dataset_split\train\F\sub-076_segment0819.npy,F
../data/dataset_split\train\F\sub-076_segment0820.npy,F
../data/dataset_split\train\F\sub-076_segment0821.npy,F
../data/dataset_split\train\F\sub-076_segment0822.npy,F
../data/dataset_split\train\F\sub-076_segment0823.npy,F
../data/dataset_split\train\F\sub-076_segment0824.npy,F
../data/dataset_split\train\F\sub-076_segment0825.npy,F
../data/dataset_split\train\F\sub-076_segment0826.npy,F
../data/dataset_split\train\F\sub-076_segment0827.npy,F
../data/dataset_split\train\F\sub-076_segment0828.npy,F
../data/dataset_split\train\F\sub-076_segment0829.npy,F
../data/dataset_split\train\F\sub-076_segment0830.npy,F
../data/dataset_split\train\F\sub-076_segment0831.npy,F
../data/dataset_split\train\F\sub-076_segment0832.npy,F
../data/dataset_split\train\F\sub-076_segment0833.npy,F
../data/dataset_split\train\F\sub-076_segment0834.npy,F
../data/dataset_split\train\F\sub-076_segment0835.npy,F
../data/dataset_split\train\F\sub-076_segment0836.npy,F
../data/dataset_split\train\F\sub-076_segment0837.npy,F
../data/dataset_split\train\F\sub-076_segment0838.npy,F
../data/dataset_split\train\F\sub-076_segment0839.npy,F
../data/dataset_split\train\F\sub-076_segment0840.npy,F
../data/dataset_split\train\F\sub-076_segment0841.npy,F
../data/dataset_split\train\F\sub-076_segment0842.npy,F
../data/dataset_split\train\F\sub-076_segment0843.npy,F
../data/dataset_split\train\F\sub-076_segment0844.npy,F
../data/dataset_split\train\F\sub-076_segment0845.npy,F
../data/dataset_split\train\F\sub-076_segment0846.npy,F
../data/dataset_split\train\F\sub-076_segment0847.npy,F
../data/dataset_split\train\F\sub-076_segment0848.npy,F
../data/dataset_split\train\F\sub-076_segment0849.npy,F
../data/dataset_split\train\F\sub-076_segment0850.npy,F
../data/dataset_split\train\F\sub-076_segment0851.npy,F
../data/dataset_split\train\F\sub-076_segment0852.npy,F
../data/dataset_split\train\F\sub-076_segment0853.npy,F
../data/dataset_split\train\F\sub-076_segment0854.npy,F
../data/dataset_split\train\F\sub-076_segment0855.npy,F
../data/dataset_split\train\F\sub-076_segment0856.npy,F
../data/dataset_split\train\F\sub-076_segment0857.npy,F
../data/dataset_split\train\F\sub-076_segment0858.npy,F
../data/dataset_split\train\F\sub-076_segment0859.npy,F
../data/dataset_split\train\F\sub-076_segment0860.npy,F
../data/dataset_split\train\F\sub-076_segment0861.npy,F
../data/dataset_split\train\F\sub-076_segment0862.npy,F
../data/dataset_split\train\F\sub-076_segment0863.npy,F
../data/dataset_split\train\F\sub-076_segment0864.npy,F
../data/dataset_split\train\F\sub-076_segment0865.npy,F
../data/dataset_split\train\F\sub-076_segment0866.npy,F
../data/dataset_split\train\F\sub-076_segment0867.npy,F
../data/dataset_split\train\F\sub-076_segment0868.npy,F
../data/dataset_split\train\F\sub-076_segment0869.npy,F
../data/dataset_split\train\F\sub-076_segment0870.npy,F
../data/dataset_split\train\F\sub-076_segment0871.npy,F
../data/dataset_split\train\F\sub-076_segment0872.npy,F
../data/dataset_split\train\F\sub-076_segment0873.npy,F
../data/dataset_split\train\F\sub-076_segment0874.npy,F
../data/dataset_split\train\F\sub-076_segment0875.npy,F
../data/dataset_split\train\F\sub-076_segment0876.npy,F
../data/dataset_split\train\F\sub-076_segment0877.npy,F
../data/dataset_split\train\F\sub-076_segment0878.npy,F
../data/dataset_split\train\F\sub-076_segment0879.npy,F
../data/dataset_split\train\F\sub-076_segment0880.npy,F
../data/dataset_split\train\F\sub-076_segment0881.npy,F
../data/dataset_split\train\F\sub-076_segment0882.npy,F
../data/dataset_split\train\F\sub-076_segment0883.npy,F
../data/dataset_split\train\F\sub-076_segment0884.npy,F
../data/dataset_split\train\F\sub-076_segment0885.npy,F
../data/dataset_split\train\F\sub-076_segment0886.npy,F
../data/dataset_split\train\F\sub-076_segment0887.npy,F
../data/dataset_split\train\F\sub-076_segment0888.npy,F
../data/dataset_split\train\F\sub-076_segment0889.npy,F
../data/dataset_split\train\F\sub-076_segment0890.npy,F
../data/dataset_split\train\F\sub-076_segment0891.npy,F
../data/dataset_split\train\F\sub-076_segment0892.npy,F
../data/dataset_split\train\F\sub-076_segment0893.npy,F
../data/dataset_split\train\F\sub-076_segment0894.npy,F
../data/dataset_split\train\F\sub-076_segment0895.npy,F
../data/dataset_split\train\F\sub-076_segment0896.npy,F
../data/dataset_split\train\F\sub-076_segment0897.npy,F
../data/dataset_split\train\F\sub-076_segment0898.npy,F
../data/dataset_split\train\F\sub-076_segment0899.npy,F
../data/dataset_split\train\F\sub-076_segment0900.npy,F
../data/dataset_split\train\F\sub-076_segment0901.npy,F
../data/dataset_split\train\F\sub-076_segment0902.npy,F
../data/dataset_split\train\F\sub-076_segment0903.npy,F
../data/dataset_split\train\F\sub-076_segment0904.npy,F
../data/dataset_split\train\F\sub-077_segment0000.npy,F
../data/dataset_split\train\F\sub-077_segment0001.npy,F
../data/dataset_split\train\F\sub-077_segment0002.npy,F
../data/dataset_split\train\F\sub-077_segment0003.npy,F
../data/dataset_split\train\F\sub-077_segment0004.npy,F
../data/dataset_split\train\F\sub-077_segment0005.npy,F
../data/dataset_split\train\F\sub-077_segment0006.npy,F
../data/dataset_split\train\F\sub-077_segment0007.npy,F
../data/dataset_split\train\F\sub-077_segment0008.npy,F
../data/dataset_split\train\F\sub-077_segment0009.npy,F
../data/dataset_split\train\F\sub-077_segment0010.npy,F
../data/dataset_split\train\F\sub-077_segment0011.npy,F
../data/dataset_split\train\F\sub-077_segment0012.npy,F
../data/dataset_split\train\F\sub-077_segment0013.npy,F
../data/dataset_split\train\F\sub-077_segment0014.npy,F
../data/dataset_split\train\F\sub-077_segment0015.npy,F
../data/dataset_split\train\F\sub-077_segment0016.npy,F
../data/dataset_split\train\F\sub-077_segment0017.npy,F
../data/dataset_split\train\F\sub-077_segment0018.npy,F
../data/dataset_split\train\F\sub-077_segment0019.npy,F
../data/dataset_split\train\F\sub-077_segment0020.npy,F
../data/dataset_split\train\F\sub-077_segment0021.npy,F
../data/dataset_split\train\F\sub-077_segment0022.npy,F
../data/dataset_split\train\F\sub-077_segment0023.npy,F
../data/dataset_split\train\F\sub-077_segment0024.npy,F
../data/dataset_split\train\F\sub-077_segment0025.npy,F
../data/dataset_split\train\F\sub-077_segment0026.npy,F
../data/dataset_split\train\F\sub-077_segment0027.npy,F
../data/dataset_split\train\F\sub-077_segment0028.npy,F
../data/dataset_split\train\F\sub-077_segment0029.npy,F
../data/dataset_split\train\F\sub-077_segment0030.npy,F
../data/dataset_split\train\F\sub-077_segment0031.npy,F
../data/dataset_split\train\F\sub-077_segment0032.npy,F
../data/dataset_split\train\F\sub-077_segment0033.npy,F
../data/dataset_split\train\F\sub-077_segment0034.npy,F
../data/dataset_split\train\F\sub-077_segment0035.npy,F
../data/dataset_split\train\F\sub-077_segment0036.npy,F
../data/dataset_split\train\F\sub-077_segment0037.npy,F
../data/dataset_split\train\F\sub-077_segment0038.npy,F
../data/dataset_split\train\F\sub-077_segment0039.npy,F
../data/dataset_split\train\F\sub-077_segment0040.npy,F
../data/dataset_split\train\F\sub-077_segment0041.npy,F
../data/dataset_split\train\F\sub-077_segment0042.npy,F
../data/dataset_split\train\F\sub-077_segment0043.npy,F
../data/dataset_split\train\F\sub-077_segment0044.npy,F
../data/dataset_split\train\F\sub-077_segment0045.npy,F
../data/dataset_split\train\F\sub-077_segment0046.npy,F
../data/dataset_split\train\F\sub-077_segment0047.npy,F
../data/dataset_split\train\F\sub-077_segment0048.npy,F
../data/dataset_split\train\F\sub-077_segment0049.npy,F
../data/dataset_split\train\F\sub-077_segment0050.npy,F
../data/dataset_split\train\F\sub-077_segment0051.npy,F
../data/dataset_split\train\F\sub-077_segment0052.npy,F
../data/dataset_split\train\F\sub-077_segment0053.npy,F
../data/dataset_split\train\F\sub-077_segment0054.npy,F
../data/dataset_split\train\F\sub-077_segment0055.npy,F
../data/dataset_split\train\F\sub-077_segment0056.npy,F
../data/dataset_split\train\F\sub-077_segment0057.npy,F
../data/dataset_split\train\F\sub-077_segment0058.npy,F
../data/dataset_split\train\F\sub-077_segment0059.npy,F
../data/dataset_split\train\F\sub-077_segment0060.npy,F
../data/dataset_split\train\F\sub-077_segment0061.npy,F
../data/dataset_split\train\F\sub-077_segment0062.npy,F
../data/dataset_split\train\F\sub-077_segment0063.npy,F
../data/dataset_split\train\F\sub-077_segment0064.npy,F
../data/dataset_split\train\F\sub-077_segment0065.npy,F
../data/dataset_split\train\F\sub-077_segment0066.npy,F
../data/dataset_split\train\F\sub-077_segment0067.npy,F
../data/dataset_split\train\F\sub-077_segment0068.npy,F
../data/dataset_split\train\F\sub-077_segment0069.npy,F
../data/dataset_split\train\F\sub-077_segment0070.npy,F
../data/dataset_split\train\F\sub-077_segment0071.npy,F
../data/dataset_split\train\F\sub-077_segment0072.npy,F
../data/dataset_split\train\F\sub-077_segment0073.npy,F
../data/dataset_split\train\F\sub-077_segment0074.npy,F
../data/dataset_split\train\F\sub-077_segment0075.npy,F
../data/dataset_split\train\F\sub-077_segment0076.npy,F
../data/dataset_split\train\F\sub-077_segment0077.npy,F
../data/dataset_split\train\F\sub-077_segment0078.npy,F
../data/dataset_split\train\F\sub-077_segment0079.npy,F
../data/dataset_split\train\F\sub-077_segment0080.npy,F
../data/dataset_split\train\F\sub-077_segment0081.npy,F
../data/dataset_split\train\F\sub-077_segment0082.npy,F
../data/dataset_split\train\F\sub-077_segment0083.npy,F
../data/dataset_split\train\F\sub-077_segment0084.npy,F
../data/dataset_split\train\F\sub-077_segment0085.npy,F
../data/dataset_split\train\F\sub-077_segment0086.npy,F
../data/dataset_split\train\F\sub-077_segment0087.npy,F
../data/dataset_split\train\F\sub-077_segment0088.npy,F
../data/dataset_split\train\F\sub-077_segment0089.npy,F
../data/dataset_split\train\F\sub-077_segment0090.npy,F
../data/dataset_split\train\F\sub-077_segment0091.npy,F
../data/dataset_split\train\F\sub-077_segment0092.npy,F
../data/dataset_split\train\F\sub-077_segment0093.npy,F
../data/dataset_split\train\F\sub-077_segment0094.npy,F
../data/dataset_split\train\F\sub-077_segment0095.npy,F
../data/dataset_split\train\F\sub-077_segment0096.npy,F
../data/dataset_split\train\F\sub-077_segment0097.npy,F
../data/dataset_split\train\F\sub-077_segment0098.npy,F
../data/dataset_split\train\F\sub-077_segment0099.npy,F
../data/dataset_split\train\F\sub-077_segment0100.npy,F
../data/dataset_split\train\F\sub-077_segment0101.npy,F
../data/dataset_split\train\F\sub-077_segment0102.npy,F
../data/dataset_split\train\F\sub-077_segment0103.npy,F
../data/dataset_split\train\F\sub-077_segment0104.npy,F
../data/dataset_split\train\F\sub-077_segment0105.npy,F
../data/dataset_split\train\F\sub-077_segment0106.npy,F
../data/dataset_split\train\F\sub-077_segment0107.npy,F
../data/dataset_split\train\F\sub-077_segment0108.npy,F
../data/dataset_split\train\F\sub-077_segment0109.npy,F
../data/dataset_split\train\F\sub-077_segment0110.npy,F
../data/dataset_split\train\F\sub-077_segment0111.npy,F
../data/dataset_split\train\F\sub-077_segment0112.npy,F
../data/dataset_split\train\F\sub-077_segment0113.npy,F
../data/dataset_split\train\F\sub-077_segment0114.npy,F
../data/dataset_split\train\F\sub-077_segment0115.npy,F
../data/dataset_split\train\F\sub-077_segment0116.npy,F
../data/dataset_split\train\F\sub-077_segment0117.npy,F
../data/dataset_split\train\F\sub-077_segment0118.npy,F
../data/dataset_split\train\F\sub-077_segment0119.npy,F
../data/dataset_split\train\F\sub-077_segment0120.npy,F
../data/dataset_split\train\F\sub-077_segment0121.npy,F
../data/dataset_split\train\F\sub-077_segment0122.npy,F
../data/dataset_split\train\F\sub-077_segment0123.npy,F
../data/dataset_split\train\F\sub-077_segment0124.npy,F
../data/dataset_split\train\F\sub-077_segment0125.npy,F
../data/dataset_split\train\F\sub-077_segment0126.npy,F
../data/dataset_split\train\F\sub-077_segment0127.npy,F
../data/dataset_split\train\F\sub-077_segment0128.npy,F
../data/dataset_split\train\F\sub-077_segment0129.npy,F
../data/dataset_split\train\F\sub-077_segment0130.npy,F
../data/dataset_split\train\F\sub-077_segment0131.npy,F
../data/dataset_split\train\F\sub-077_segment0132.npy,F
../data/dataset_split\train\F\sub-077_segment0133.npy,F
../data/dataset_split\train\F\sub-077_segment0134.npy,F
../data/dataset_split\train\F\sub-077_segment0135.npy,F
../data/dataset_split\train\F\sub-077_segment0136.npy,F
../data/dataset_split\train\F\sub-077_segment0137.npy,F
../data/dataset_split\train\F\sub-077_segment0138.npy,F
../data/dataset_split\train\F\sub-077_segment0139.npy,F
../data/dataset_split\train\F\sub-077_segment0140.npy,F
../data/dataset_split\train\F\sub-077_segment0141.npy,F
../data/dataset_split\train\F\sub-077_segment0142.npy,F
../data/dataset_split\train\F\sub-077_segment0143.npy,F
../data/dataset_split\train\F\sub-077_segment0144.npy,F
../data/dataset_split\train\F\sub-077_segment0145.npy,F
../data/dataset_split\train\F\sub-077_segment0146.npy,F
../data/dataset_split\train\F\sub-077_segment0147.npy,F
../data/dataset_split\train\F\sub-077_segment0148.npy,F
../data/dataset_split\train\F\sub-077_segment0149.npy,F
../data/dataset_split\train\F\sub-077_segment0150.npy,F
../data/dataset_split\train\F\sub-077_segment0151.npy,F
../data/dataset_split\train\F\sub-077_segment0152.npy,F
../data/dataset_split\train\F\sub-077_segment0153.npy,F
../data/dataset_split\train\F\sub-077_segment0154.npy,F
../data/dataset_split\train\F\sub-077_segment0155.npy,F
../data/dataset_split\train\F\sub-077_segment0156.npy,F
../data/dataset_split\train\F\sub-077_segment0157.npy,F
../data/dataset_split\train\F\sub-077_segment0158.npy,F
../data/dataset_split\train\F\sub-077_segment0159.npy,F
../data/dataset_split\train\F\sub-077_segment0160.npy,F
../data/dataset_split\train\F\sub-077_segment0161.npy,F
../data/dataset_split\train\F\sub-077_segment0162.npy,F
../data/dataset_split\train\F\sub-077_segment0163.npy,F
../data/dataset_split\train\F\sub-077_segment0164.npy,F
../data/dataset_split\train\F\sub-077_segment0165.npy,F
../data/dataset_split\train\F\sub-077_segment0166.npy,F
../data/dataset_split\train\F\sub-077_segment0167.npy,F
../data/dataset_split\train\F\sub-077_segment0168.npy,F
../data/dataset_split\train\F\sub-077_segment0169.npy,F
../data/dataset_split\train\F\sub-077_segment0170.npy,F
../data/dataset_split\train\F\sub-077_segment0171.npy,F
../data/dataset_split\train\F\sub-077_segment0172.npy,F
../data/dataset_split\train\F\sub-077_segment0173.npy,F
../data/dataset_split\train\F\sub-077_segment0174.npy,F
../data/dataset_split\train\F\sub-077_segment0175.npy,F
../data/dataset_split\train\F\sub-077_segment0176.npy,F
../data/dataset_split\train\F\sub-077_segment0177.npy,F
../data/dataset_split\train\F\sub-077_segment0178.npy,F
../data/dataset_split\train\F\sub-077_segment0179.npy,F
../data/dataset_split\train\F\sub-077_segment0180.npy,F
../data/dataset_split\train\F\sub-077_segment0181.npy,F
../data/dataset_split\train\F\sub-077_segment0182.npy,F
../data/dataset_split\train\F\sub-077_segment0183.npy,F
../data/dataset_split\train\F\sub-077_segment0184.npy,F
../data/dataset_split\train\F\sub-077_segment0185.npy,F
../data/dataset_split\train\F\sub-077_segment0186.npy,F
../data/dataset_split\train\F\sub-077_segment0187.npy,F
../data/dataset_split\train\F\sub-077_segment0188.npy,F
../data/dataset_split\train\F\sub-077_segment0189.npy,F
../data/dataset_split\train\F\sub-077_segment0190.npy,F
../data/dataset_split\train\F\sub-077_segment0191.npy,F
../data/dataset_split\train\F\sub-077_segment0192.npy,F
../data/dataset_split\train\F\sub-077_segment0193.npy,F
../data/dataset_split\train\F\sub-077_segment0194.npy,F
../data/dataset_split\train\F\sub-077_segment0195.npy,F
../data/dataset_split\train\F\sub-077_segment0196.npy,F
../data/dataset_split\train\F\sub-077_segment0197.npy,F
../data/dataset_split\train\F\sub-077_segment0198.npy,F
../data/dataset_split\train\F\sub-077_segment0199.npy,F
../data/dataset_split\train\F\sub-077_segment0200.npy,F
../data/dataset_split\train\F\sub-077_segment0201.npy,F
../data/dataset_split\train\F\sub-077_segment0202.npy,F
../data/dataset_split\train\F\sub-077_segment0203.npy,F
../data/dataset_split\train\F\sub-077_segment0204.npy,F
../data/dataset_split\train\F\sub-077_segment0205.npy,F
../data/dataset_split\train\F\sub-077_segment0206.npy,F
../data/dataset_split\train\F\sub-077_segment0207.npy,F
../data/dataset_split\train\F\sub-077_segment0208.npy,F
../data/dataset_split\train\F\sub-077_segment0209.npy,F
../data/dataset_split\train\F\sub-077_segment0210.npy,F
../data/dataset_split\train\F\sub-077_segment0211.npy,F
../data/dataset_split\train\F\sub-077_segment0212.npy,F
../data/dataset_split\train\F\sub-077_segment0213.npy,F
../data/dataset_split\train\F\sub-077_segment0214.npy,F
../data/dataset_split\train\F\sub-077_segment0215.npy,F
../data/dataset_split\train\F\sub-077_segment0216.npy,F
../data/dataset_split\train\F\sub-077_segment0217.npy,F
../data/dataset_split\train\F\sub-077_segment0218.npy,F
../data/dataset_split\train\F\sub-077_segment0219.npy,F
../data/dataset_split\train\F\sub-077_segment0220.npy,F
../data/dataset_split\train\F\sub-077_segment0221.npy,F
../data/dataset_split\train\F\sub-077_segment0222.npy,F
../data/dataset_split\train\F\sub-077_segment0223.npy,F
../data/dataset_split\train\F\sub-077_segment0224.npy,F
../data/dataset_split\train\F\sub-077_segment0225.npy,F
../data/dataset_split\train\F\sub-077_segment0226.npy,F
../data/dataset_split\train\F\sub-077_segment0227.npy,F
../data/dataset_split\train\F\sub-077_segment0228.npy,F
../data/dataset_split\train\F\sub-077_segment0229.npy,F
../data/dataset_split\train\F\sub-077_segment0230.npy,F
../data/dataset_split\train\F\sub-077_segment0231.npy,F
../data/dataset_split\train\F\sub-077_segment0232.npy,F
../data/dataset_split\train\F\sub-077_segment0233.npy,F
../data/dataset_split\train\F\sub-077_segment0234.npy,F
../data/dataset_split\train\F\sub-077_segment0235.npy,F
../data/dataset_split\train\F\sub-077_segment0236.npy,F
../data/dataset_split\train\F\sub-077_segment0237.npy,F
../data/dataset_split\train\F\sub-077_segment0238.npy,F
../data/dataset_split\train\F\sub-077_segment0239.npy,F
../data/dataset_split\train\F\sub-077_segment0240.npy,F
../data/dataset_split\train\F\sub-077_segment0241.npy,F
../data/dataset_split\train\F\sub-077_segment0242.npy,F
../data/dataset_split\train\F\sub-077_segment0243.npy,F
../data/dataset_split\train\F\sub-077_segment0244.npy,F
../data/dataset_split\train\F\sub-077_segment0245.npy,F
../data/dataset_split\train\F\sub-077_segment0246.npy,F
../data/dataset_split\train\F\sub-077_segment0247.npy,F
../data/dataset_split\train\F\sub-077_segment0248.npy,F
../data/dataset_split\train\F\sub-077_segment0249.npy,F
../data/dataset_split\train\F\sub-077_segment0250.npy,F
../data/dataset_split\train\F\sub-077_segment0251.npy,F
../data/dataset_split\train\F\sub-077_segment0252.npy,F
../data/dataset_split\train\F\sub-077_segment0253.npy,F
../data/dataset_split\train\F\sub-077_segment0254.npy,F
../data/dataset_split\train\F\sub-077_segment0255.npy,F
../data/dataset_split\train\F\sub-077_segment0256.npy,F
../data/dataset_split\train\F\sub-077_segment0257.npy,F
../data/dataset_split\train\F\sub-077_segment0258.npy,F
../data/dataset_split\train\F\sub-077_segment0259.npy,F
../data/dataset_split\train\F\sub-077_segment0260.npy,F
../data/dataset_split\train\F\sub-077_segment0261.npy,F
../data/dataset_split\train\F\sub-077_segment0262.npy,F
../data/dataset_split\train\F\sub-077_segment0263.npy,F
../data/dataset_split\train\F\sub-077_segment0264.npy,F
../data/dataset_split\train\F\sub-077_segment0265.npy,F
../data/dataset_split\train\F\sub-077_segment0266.npy,F
../data/dataset_split\train\F\sub-077_segment0267.npy,F
../data/dataset_split\train\F\sub-077_segment0268.npy,F
../data/dataset_split\train\F\sub-077_segment0269.npy,F
../data/dataset_split\train\F\sub-077_segment0270.npy,F
../data/dataset_split\train\F\sub-077_segment0271.npy,F
../data/dataset_split\train\F\sub-077_segment0272.npy,F
../data/dataset_split\train\F\sub-077_segment0273.npy,F
../data/dataset_split\train\F\sub-077_segment0274.npy,F
../data/dataset_split\train\F\sub-077_segment0275.npy,F
../data/dataset_split\train\F\sub-077_segment0276.npy,F
../data/dataset_split\train\F\sub-077_segment0277.npy,F
../data/dataset_split\train\F\sub-077_segment0278.npy,F
../data/dataset_split\train\F\sub-077_segment0279.npy,F
../data/dataset_split\train\F\sub-077_segment0280.npy,F
../data/dataset_split\train\F\sub-077_segment0281.npy,F
../data/dataset_split\train\F\sub-077_segment0282.npy,F
../data/dataset_split\train\F\sub-077_segment0283.npy,F
../data/dataset_split\train\F\sub-077_segment0284.npy,F
../data/dataset_split\train\F\sub-077_segment0285.npy,F
../data/dataset_split\train\F\sub-077_segment0286.npy,F
../data/dataset_split\train\F\sub-077_segment0287.npy,F
../data/dataset_split\train\F\sub-077_segment0288.npy,F
../data/dataset_split\train\F\sub-077_segment0289.npy,F
../data/dataset_split\train\F\sub-077_segment0290.npy,F
../data/dataset_split\train\F\sub-077_segment0291.npy,F
../data/dataset_split\train\F\sub-077_segment0292.npy,F
../data/dataset_split\train\F\sub-077_segment0293.npy,F
../data/dataset_split\train\F\sub-077_segment0294.npy,F
../data/dataset_split\train\F\sub-077_segment0295.npy,F
../data/dataset_split\train\F\sub-077_segment0296.npy,F
../data/dataset_split\train\F\sub-077_segment0297.npy,F
../data/dataset_split\train\F\sub-077_segment0298.npy,F
../data/dataset_split\train\F\sub-077_segment0299.npy,F
../data/dataset_split\train\F\sub-077_segment0300.npy,F
../data/dataset_split\train\F\sub-077_segment0301.npy,F
../data/dataset_split\train\F\sub-077_segment0302.npy,F
../data/dataset_split\train\F\sub-077_segment0303.npy,F
../data/dataset_split\train\F\sub-077_segment0304.npy,F
../data/dataset_split\train\F\sub-077_segment0305.npy,F
../data/dataset_split\train\F\sub-077_segment0306.npy,F
../data/dataset_split\train\F\sub-077_segment0307.npy,F
../data/dataset_split\train\F\sub-077_segment0308.npy,F
../data/dataset_split\train\F\sub-077_segment0309.npy,F
../data/dataset_split\train\F\sub-077_segment0310.npy,F
../data/dataset_split\train\F\sub-077_segment0311.npy,F
../data/dataset_split\train\F\sub-077_segment0312.npy,F
../data/dataset_split\train\F\sub-077_segment0313.npy,F
../data/dataset_split\train\F\sub-077_segment0314.npy,F
../data/dataset_split\train\F\sub-077_segment0315.npy,F
../data/dataset_split\train\F\sub-077_segment0316.npy,F
../data/dataset_split\train\F\sub-077_segment0317.npy,F
../data/dataset_split\train\F\sub-077_segment0318.npy,F
../data/dataset_split\train\F\sub-077_segment0319.npy,F
../data/dataset_split\train\F\sub-077_segment0320.npy,F
../data/dataset_split\train\F\sub-077_segment0321.npy,F
../data/dataset_split\train\F\sub-077_segment0322.npy,F
../data/dataset_split\train\F\sub-077_segment0323.npy,F
../data/dataset_split\train\F\sub-077_segment0324.npy,F
../data/dataset_split\train\F\sub-077_segment0325.npy,F
../data/dataset_split\train\F\sub-077_segment0326.npy,F
../data/dataset_split\train\F\sub-077_segment0327.npy,F
../data/dataset_split\train\F\sub-077_segment0328.npy,F
../data/dataset_split\train\F\sub-077_segment0329.npy,F
../data/dataset_split\train\F\sub-077_segment0330.npy,F
../data/dataset_split\train\F\sub-077_segment0331.npy,F
../data/dataset_split\train\F\sub-077_segment0332.npy,F
../data/dataset_split\train\F\sub-077_segment0333.npy,F
../data/dataset_split\train\F\sub-077_segment0334.npy,F
../data/dataset_split\train\F\sub-077_segment0335.npy,F
../data/dataset_split\train\F\sub-077_segment0336.npy,F
../data/dataset_split\train\F\sub-077_segment0337.npy,F
../data/dataset_split\train\F\sub-077_segment0338.npy,F
../data/dataset_split\train\F\sub-077_segment0339.npy,F
../data/dataset_split\train\F\sub-077_segment0340.npy,F
../data/dataset_split\train\F\sub-077_segment0341.npy,F
../data/dataset_split\train\F\sub-077_segment0342.npy,F
../data/dataset_split\train\F\sub-077_segment0343.npy,F
../data/dataset_split\train\F\sub-077_segment0344.npy,F
../data/dataset_split\train\F\sub-077_segment0345.npy,F
../data/dataset_split\train\F\sub-077_segment0346.npy,F
../data/dataset_split\train\F\sub-077_segment0347.npy,F
